episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
7099,802.17,170.9205308584906,0.12758039415814787,0.22137791906490692,"tensor(0.5995, grad_fn=<SmoothL1LossBackward0>)","{0: 0.09, 1: 0.1, 2: 0.46, 3: 0.14}"
7199,565.03,147.2175433148994,0.12393317418749474,0.2146194534897015,"tensor(0.7185, grad_fn=<SmoothL1LossBackward0>)","{0: 0.21, 1: 0.08, 2: 0.43, 3: 0.1}"
7299,589.26,164.5689392405733,0.12039021955950732,0.20806731769266096,"tensor(0.5470, grad_fn=<SmoothL1LossBackward0>)","{0: 2.21, 1: 1.97, 2: 3.14, 3: 2.68}"
7399,627.63,162.6859849777433,0.11694854957607355,0.20171521261420078,"tensor(0.5331, grad_fn=<SmoothL1LossBackward0>)","{0: 2.46, 1: 2.28, 2: 2.86, 3: 2.4}"
7499,615.82,185.83890993536858,0.11360526875014944,0.19555703149926923,"tensor(0.5093, grad_fn=<SmoothL1LossBackward0>)","{0: 2.05, 1: 2.44, 2: 3.01, 3: 2.5}"
7599,604.59,177.39769603196459,0.11035756436977767,0.1895868540264669,"tensor(0.2049, grad_fn=<SmoothL1LossBackward0>)","{0: 0.3, 1: 0.4, 2: 1.11, 3: 0.47}"
7699,357.79,134.43483061293554,0.10720270413174489,0.18379894061639604,"tensor(1.5673, grad_fn=<SmoothL1LossBackward0>)","{0: 0.15, 1: 0.26, 2: 0.6, 3: 0.3}"
7799,438.42,148.79380867792023,0.10413803384288645,0.1781877269137733,"tensor(0.7742, grad_fn=<SmoothL1LossBackward0>)","{0: 2.49, 1: 2.2, 2: 2.73, 3: 2.58}"
7899,503.81,173.08119613991832,0.10116097518710658,0.17274781843799744,"tensor(0.5749, grad_fn=<SmoothL1LossBackward0>)","{0: 0.11, 1: 0.19, 2: 0.57, 3: 0.21}"
7999,661.42,210.46745688305575,0.09826902355623283,0.16747398539703046,"tensor(0.6289, grad_fn=<SmoothL1LossBackward0>)","{0: 2.12, 1: 1.92, 2: 3.16, 3: 2.8}"
8099,742.57,223.5448509302104,0.09545974594288265,0.16236115765960651,"tensor(0.3722, grad_fn=<SmoothL1LossBackward0>)","{0: 2.27, 1: 2.14, 2: 2.87, 3: 2.72}"
8199,726.89,211.26839315522673,0.09273077889356643,0.15740441988093398,"tensor(0.6184, grad_fn=<SmoothL1LossBackward0>)","{0: 2.34, 1: 2.13, 2: 3.21, 3: 2.32}"
8299,610.68,193.14662150059485,0.09007982652030759,0.1525990067772063,"tensor(0.4540, grad_fn=<SmoothL1LossBackward0>)","{0: 0.26, 1: 0.16, 2: 0.67, 3: 0.18}"
8399,456.4,-12.983385950018246,0.09,0.15,"tensor(7.4868, grad_fn=<SmoothL1LossBackward0>)","{0: 0.09, 1: 0.02, 2: 0.82, 3: 0.19}"
8499,90.85,-413.8192029563262,0.09,0.15,"tensor(4.0372, grad_fn=<SmoothL1LossBackward0>)","{0: 0.0, 1: 0.02, 2: 0.03, 3: 0.48}"
8599,69.13,-443.5965665046734,0.09,0.15,"tensor(62.7700, grad_fn=<SmoothL1LossBackward0>)","{0: 0.04, 1: 0.2, 2: 0.02, 3: 0.5}"
8699,72.03,-360.36499393529067,0.09,0.15,"tensor(130.3457, grad_fn=<SmoothL1LossBackward0>)","{0: 0.0, 1: 0.01, 2: 0.02, 3: 0.51}"
8799,69.27,-469.391583656277,0.09,0.15,"tensor(94.5518, grad_fn=<SmoothL1LossBackward0>)","{0: 0.03, 1: 0.01, 2: 0.05, 3: 0.74}"
8899,69.87,-429.9474184071158,0.09,0.15,"tensor(121.5358, grad_fn=<SmoothL1LossBackward0>)","{0: 0.01, 1: 0.01, 2: 0.22, 3: 0.5}"
8999,102.24,-531.1375775062083,0.09,0.15,"tensor(111.2654, grad_fn=<SmoothL1LossBackward0>)","{0: 0.02, 1: 0.07, 2: 0.99, 3: 0.06}"
9099,136.72,-742.9982817479365,0.09,0.15,"tensor(90.4638, grad_fn=<SmoothL1LossBackward0>)","{0: 0.01, 1: 0.01, 2: 0.95, 3: 0.01}"
9199,178.08,-969.2366892595403,0.09,0.15,"tensor(182.8703, grad_fn=<SmoothL1LossBackward0>)","{0: 0.09, 1: 0.09, 2: 2.28, 3: 0.08}"
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,loss,action_counts
episode,avg_steps,avg_reward,epsilon,loss,action_counts
