episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
8999,390.0,106.10678058258573,0.09,0.5,"tensor(21.8407, grad_fn=<MseLossBackward0>)","{0: 1.53, 1: 1.77, 2: 0.77, 3: 0.93}"
9099,401.67,112.67066061661413,0.09,0.5,"tensor(1.0076, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.26, 2: 0.58, 3: 0.22}"
9199,415.92,120.35206791333037,0.09,0.5,"tensor(16.9269, grad_fn=<MseLossBackward0>)","{0: 1.29, 1: 0.83, 2: 1.41, 3: 1.47}"
9299,391.07,107.28865158628747,0.09,0.5,"tensor(1296.3259, grad_fn=<MseLossBackward0>)","{0: 1.53, 1: 1.18, 2: 1.07, 3: 1.22}"
9399,410.79,114.64030588117788,0.09,0.5,"tensor(24.2503, grad_fn=<MseLossBackward0>)","{0: 1.68, 1: 1.19, 2: 1.03, 3: 1.1}"
9499,428.95,97.42355360186352,0.09,0.5,"tensor(18.8419, grad_fn=<MseLossBackward0>)","{0: 1.47, 1: 1.1, 2: 1.26, 3: 1.17}"
9599,427.71,90.33667033667808,0.09,0.5,"tensor(1.1474, grad_fn=<MseLossBackward0>)","{0: 1.33, 1: 1.22, 2: 1.3, 3: 1.15}"
9699,391.97,102.34816456362212,0.09,0.5,"tensor(3042.0205, grad_fn=<MseLossBackward0>)","{0: 1.62, 1: 1.16, 2: 0.86, 3: 1.36}"
9799,343.29,82.61149362353837,0.09,0.5,"tensor(12.1366, grad_fn=<MseLossBackward0>)","{0: 1.35, 1: 1.46, 2: 1.16, 3: 1.03}"
9899,275.76,-63.039373213830416,0.09,0.5,"tensor(40.5752, grad_fn=<MseLossBackward0>)","{0: 0.09, 1: 0.09, 2: 0.57, 3: 0.33}"
9999,110.9,-475.41815054858506,0.09,0.5,"tensor(195.6923, grad_fn=<MseLossBackward0>)","{0: 0.0, 1: 0.0, 2: 0.19, 3: 0.34}"
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
