episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
4399,157.78,2.108178773408787,0.45298726233843817,0.8296587467979524,"tensor(4.6796, grad_fn=<MseLossBackward0>)","{0: 0.11, 1: 0.18, 2: 0.31, 3: 0.18}"
4499,153.27,-4.512805457505765,0.4449057163891368,0.813228776232627,"tensor(17.3707, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.16, 2: 0.6, 3: 0.29}"
4599,182.88,-8.401057103061754,0.43696834973660736,0.7971241730955598,"tensor(5.9788, grad_fn=<MseLossBackward0>)","{0: 0.13, 1: 0.16, 2: 0.35, 3: 0.12}"
4699,165.61,-5.476772848383631,0.4291725901416097,0.7813384940420748,"tensor(7.2223, grad_fn=<MseLossBackward0>)","{0: 1.27, 1: 0.96, 2: 1.46, 3: 1.31}"
4799,155.44,-3.361687908159408,0.42151591125508786,0.7658654233269013,"tensor(142.2812, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.27, 2: 0.36, 3: 0.19}"
4899,152.6,3.867097138031277,0.4139958317994663,0.7506987702772888,"tensor(3.1676, grad_fn=<MseLossBackward0>)","{0: 0.18, 1: 0.11, 2: 0.52, 3: 0.15}"
4999,177.7,-14.336388058217695,0.40660991476454805,0.7358324668161557,"tensor(15.1729, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.29, 2: 0.46, 3: 0.26}"
5099,170.02,-6.754094232754174,0.3993557666177594,0.7212605650342968,"tensor(7.2298, grad_fn=<MseLossBackward0>)","{0: 0.15, 1: 0.21, 2: 0.34, 3: 0.16}"
5199,186.75,-0.34646156594457145,0.3922310365284867,0.7069772348106605,"tensor(4.7684, grad_fn=<MseLossBackward0>)","{0: 0.12, 1: 0.19, 2: 0.35, 3: 0.15}"
5299,212.05,-2.6866718480227507,0.3852334156062481,0.6929767614797582,"tensor(3.5150, grad_fn=<MseLossBackward0>)","{0: 0.15, 1: 0.17, 2: 0.44, 3: 0.21}"
5399,193.25,-8.472690104349764,0.3783606361524582,0.6792535435452647,"tensor(3.0476, grad_fn=<MseLossBackward0>)","{0: 1.37, 1: 1.42, 2: 1.44, 3: 0.77}"
5499,218.97,-0.2770140708901581,0.3716104709255418,0.6658020904388952,"tensor(6.0299, grad_fn=<MseLossBackward0>)","{0: 0.13, 1: 0.15, 2: 0.5, 3: 0.12}"
5599,168.34,3.064875612488944,0.36498073241915857,0.6526170203236674,"tensor(71.4992, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.15, 2: 0.48, 3: 0.23}"
5699,184.35,-3.1694243494249927,0.3584692721533038,0.6396930579406622,"tensor(2.2450, grad_fn=<MseLossBackward0>)","{0: 0.22, 1: 0.21, 2: 0.52, 3: 0.24}"
5799,174.75,-2.2058143346144217,0.35207397997805684,0.6270250324984287,"tensor(10.8952, grad_fn=<MseLossBackward0>)","{0: 0.12, 1: 0.15, 2: 0.4, 3: 0.13}"
5899,163.23,5.712547499438317,0.34579278338975145,0.6146078756041854,"tensor(17.0063, grad_fn=<MseLossBackward0>)","{0: 0.2, 1: 0.18, 2: 0.4, 3: 0.13}"
5999,183.82,5.216199851075611,0.3396236468593445,0.6024366192359891,"tensor(355.3066, grad_fn=<MseLossBackward0>)","{0: 0.34, 1: 0.2, 2: 0.37, 3: 0.2}"
6099,178.14,0.04286420842034296,0.3335645711727693,0.5905063937550642,"tensor(3.8234, grad_fn=<MseLossBackward0>)","{0: 0.1, 1: 0.27, 2: 0.28, 3: 0.17}"
6199,182.86,3.777004951657212,0.3276135927830553,0.5788124259574885,"tensor(3.4975, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.2, 2: 0.49, 3: 0.21}"
6299,218.37,1.8666521702227867,0.3217687831740073,0.5673500371644703,"tensor(41.9530, grad_fn=<MseLossBackward0>)","{0: 1.4, 1: 1.38, 2: 1.03, 3: 1.19}"
6399,172.3,21.305282178618373,0.31602824823523756,0.556114641350438,"tensor(8.8401, grad_fn=<MseLossBackward0>)","{0: 1.48, 1: 1.09, 2: 1.1, 3: 1.33}"
6499,167.79,18.666758176795327,0.3103901276483454,0.545101743308203,"tensor(1.6905, grad_fn=<MseLossBackward0>)","{0: 0.07, 1: 0.22, 2: 0.28, 3: 0.11}"
6599,229.8,10.81319187398176,0.3048525942840505,0.5343069368504554,"tensor(1.1046, grad_fn=<MseLossBackward0>)","{0: 1.68, 1: 1.04, 2: 0.89, 3: 1.39}"
6699,177.84,13.488954496582293,0.29941385361008094,0.5237259030468785,"tensor(7.8562, grad_fn=<MseLossBackward0>)","{0: 0.18, 1: 0.13, 2: 0.32, 3: 0.2}"
6799,211.46,8.355135185353879,0.2940721431096222,0.513354408496175,"tensor(5.1215, grad_fn=<MseLossBackward0>)","{0: 0.1, 1: 0.19, 2: 0.33, 3: 0.2}"
6899,209.84,9.182260109043538,0.288825731710146,0.503188303632308,"tensor(18.9654, grad_fn=<MseLossBackward0>)","{0: 1.17, 1: 2.39, 2: 0.88, 3: 0.56}"
6999,243.04,9.70287700066239,0.283672919222425,0.49322352106429096,"tensor(5.9542, grad_fn=<MseLossBackward0>)","{0: 1.37, 1: 0.83, 2: 1.09, 3: 1.71}"
7099,241.61,18.936408570787286,0.27861203578955784,0.48345607394884976,"tensor(14.4368, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.22, 2: 0.51, 3: 0.2}"
7199,230.04,28.329039820466413,0.2736414413458241,0.4738820543953115,"tensor(30.9943, grad_fn=<MseLossBackward0>)","{0: 1.67, 1: 0.85, 2: 1.01, 3: 1.47}"
7299,216.49,30.017702988257966,0.26875952508519213,0.46449763190208726,"tensor(3.6706, grad_fn=<MseLossBackward0>)","{0: 0.13, 1: 0.21, 2: 0.52, 3: 0.26}"
7399,221.74,24.280084324636963,0.2639647049393096,0.45529905182411046,"tensor(4.1173, grad_fn=<MseLossBackward0>)","{0: 1.8, 1: 0.97, 2: 0.87, 3: 1.36}"
7499,293.19,27.756208067371446,0.25925542706480936,0.4462826338706308,"tensor(122.1761, grad_fn=<MseLossBackward0>)","{0: 0.51, 1: 2.99, 2: 1.06, 3: 0.44}"
7599,275.16,29.019946055807488,0.25463016533975746,0.43744477063275183,"tensor(13.1355, grad_fn=<MseLossBackward0>)","{0: 0.2, 1: 0.29, 2: 0.58, 3: 0.31}"
7699,236.3,33.116791575288815,0.2500874208690886,0.42878192614013283,"tensor(7.7231, grad_fn=<MseLossBackward0>)","{0: 0.18, 1: 0.22, 2: 0.5, 3: 0.21}"
7799,271.84,32.83552504785047,0.24562572149886253,0.42029063444627024,"tensor(5.7849, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.12, 2: 0.51, 3: 0.14}"
7899,283.5,31.196481628708852,0.24124362133918903,0.4119674982417944,"tensor(5.9438, grad_fn=<MseLossBackward0>)","{0: 0.06, 1: 0.16, 2: 0.51, 3: 0.11}"
7999,267.61,27.002707827874733,0.23693970029566122,0.4038091874952294,"tensor(12.3209, grad_fn=<MseLossBackward0>)","{0: 1.14, 1: 2.45, 2: 0.83, 3: 0.58}"
8099,258.58,34.81855400026945,0.23271256360915002,0.39581243812066935,"tensor(4.5013, grad_fn=<MseLossBackward0>)","{0: 1.76, 1: 1.55, 2: 0.93, 3: 0.76}"
8199,326.97,23.106481929358793,0.2285608414038091,0.38797405067184026,"tensor(3.3576, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.25, 2: 0.51, 3: 0.22}"
8299,273.1,24.406912848373295,0.22448318824314298,0.3802908890620215,"tensor(3.8488, grad_fn=<MseLossBackward0>)","{0: 0.15, 1: 0.11, 2: 0.46, 3: 0.11}"
8399,272.41,11.090266306667301,0.2204782826939949,0.37275987930931886,"tensor(44.9576, grad_fn=<MseLossBackward0>)","{0: 0.24, 1: 0.26, 2: 0.49, 3: 0.29}"
8499,283.67,37.32867669216472,0.21654482689831453,0.3653780083067851,"tensor(1.3841, grad_fn=<MseLossBackward0>)","{0: 1.6, 1: 0.93, 2: 1.18, 3: 1.29}"
8599,332.98,47.91349981403784,0.2126815461525643,0.35814232261689544,"tensor(5.6312, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.13, 2: 0.5, 3: 0.15}"
8699,352.15,32.404221228998324,0.20888718849463023,0.3510499272898975,"tensor(6.4437, grad_fn=<MseLossBackward0>)","{0: 0.36, 1: 0.23, 2: 0.57, 3: 0.15}"
8799,336.14,24.013121701038198,0.20516052429810253,0.3440979847055602,"tensor(17.4423, grad_fn=<MseLossBackward0>)","{0: 1.79, 1: 1.55, 2: 0.84, 3: 0.82}"
8899,309.75,44.35007831900305,0.2015003458737938,0.33728371343786157,"tensor(174.8089, grad_fn=<MseLossBackward0>)","{0: 0.76, 1: 1.32, 2: 0.86, 3: 2.06}"
8999,351.51,43.010663857468415,0.19790546707836626,0.3306043871421584,"tensor(3705.0645, grad_fn=<MseLossBackward0>)","{0: 1.94, 1: 0.83, 2: 0.97, 3: 1.26}"
9099,392.75,33.58062646141741,0.19437472292994282,0.32405733346439375,"tensor(5.2083, grad_fn=<MseLossBackward0>)","{0: 0.9, 1: 0.5, 2: 1.03, 3: 2.57}"
9199,346.08,35.7656935256598,0.1909069692305741,0.31763993297190635,"tensor(6.9265, grad_fn=<MseLossBackward0>)","{0: 1.64, 1: 0.97, 2: 1.38, 3: 1.01}"
9299,352.68,37.00643373214595,0.18750108219544145,0.3113496181054119,"tensor(43538.1016, grad_fn=<MseLossBackward0>)","{0: 1.16, 1: 1.42, 2: 1.58, 3: 0.84}"
9399,370.99,39.065269658352406,0.1841559580886757,0.30518387215174086,"tensor(16.1787, grad_fn=<MseLossBackward0>)","{0: 0.22, 1: 0.23, 2: 0.69, 3: 0.25}"
9499,323.61,46.327700405201476,0.18087051286567216,0.2991402282369178,"tensor(15.1986, grad_fn=<MseLossBackward0>)","{0: 1.47, 1: 0.85, 2: 1.01, 3: 1.67}"
9599,360.06,40.42404477906795,0.1776436818217882,0.2932162683391813,"tensor(1822.4191, grad_fn=<MseLossBackward0>)","{0: 0.42, 1: 0.36, 2: 0.89, 3: 1.08}"
9699,361.38,38.62364582584294,0.17447441924730717,0.28740962232154976,"tensor(2.5849, grad_fn=<MseLossBackward0>)","{0: 1.02, 1: 2.13, 2: 1.3, 3: 0.55}"
9799,403.24,27.901666995361833,0.17136169808855778,0.28171796698354573,"tensor(298.7686, grad_fn=<MseLossBackward0>)","{0: 1.7, 1: 1.26, 2: 1.3, 3: 0.74}"
9899,367.1,1.7087658913125585,0.1683045096150807,0.27613902513169764,"tensor(39.9566, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.18, 2: 0.4, 3: 0.19}"
9999,451.83,31.89693199905962,0.16530186309273165,0.270670564668451,"tensor(5.3127, grad_fn=<MseLossBackward0>)","{0: 0.27, 1: 0.17, 2: 0.75, 3: 0.18}"
10099,446.14,27.261351396613318,0.16235278546261725,0.2653103976991204,"tensor(2.9356, grad_fn=<MseLossBackward0>)","{0: 1.0, 1: 0.83, 2: 2.33, 3: 0.84}"
10199,460.73,51.57799373728496,0.15945632102575857,0.2600563796565277,"tensor(2.2313, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.11, 2: 0.57, 3: 0.1}"
10299,416.09,56.64463632337366,0.15661153113338103,0.254906408442975,"tensor(657.8455, grad_fn=<MseLossBackward0>)","{0: 1.71, 1: 0.82, 2: 1.03, 3: 1.44}"
10399,429.23,50.7825679651193,0.15381749388272814,0.2498584235892086,"tensor(3007782.2500, grad_fn=<MseLossBackward0>)","{0: 0.05, 1: 0.13, 2: 0.58, 3: 0.16}"
10499,299.38,-71.73509077501825,0.15107330381830442,0.24491040543004003,"tensor(8.1524, grad_fn=<MseLossBackward0>)","{0: 0.69, 1: 0.33, 2: 0.98, 3: 0.31}"
10599,173.34,-197.36082929361183,0.14837807163844619,0.24006037429629076,"tensor(7438208.5000, grad_fn=<MseLossBackward0>)","{0: 0.3, 1: 0.18, 2: 0.69, 3: 0.16}"
10699,136.5,-206.29356265099432,0.14573092390712888,0.23530638972273987,"tensor(238.9195, grad_fn=<MseLossBackward0>)","{0: 0.86, 1: 0.24, 2: 1.65, 3: 0.22}"
10799,131.41,-200.71775396117025,0.14313100277091448,0.2306465496717567,"tensor(129.4623, grad_fn=<MseLossBackward0>)","{0: 0.47, 1: 0.19, 2: 0.32, 3: 0.13}"
10899,161.85,-290.4706289629939,0.1405774656809498,0.22607898977230834,"tensor(2079.7917, grad_fn=<MseLossBackward0>)","{0: 0.04, 1: 0.21, 2: 0.74, 3: 0.18}"
10999,173.88,-301.5490578009692,0.1380694851199244,0.22160188257403735,"tensor(599.3099, grad_fn=<MseLossBackward0>)","{0: 0.03, 1: 0.23, 2: 1.02, 3: 0.19}"
11099,176.96,-267.94716465447857,0.1356062483338988,0.21721343681611083,"tensor(631.9495, grad_fn=<MseLossBackward0>)","{0: 0.27, 1: 0.17, 2: 1.04, 3: 0.16}"
11199,213.12,-330.16686556105947,0.13318695706891848,0.21291189671054858,"tensor(702.8575, grad_fn=<MseLossBackward0>)","{0: 0.1, 1: 0.18, 2: 1.38, 3: 0.26}"
11299,331.71,-221.97382089782093,0.1308108273123252,0.20869554123974463,"tensor(1636.9500, grad_fn=<MseLossBackward0>)","{0: 0.85, 1: 0.47, 2: 2.56, 3: 1.12}"
11399,416.56,-123.24652522149921,0.12847708903868515,0.20456268346789896,"tensor(264.8232, grad_fn=<MseLossBackward0>)","{0: 1.39, 1: 0.87, 2: 1.85, 3: 0.89}"
11499,304.5,-98.37166028021639,0.12618498596024844,0.20051166986608596,"tensor(123.8239, grad_fn=<MseLossBackward0>)","{0: 0.11, 1: 0.56, 2: 1.17, 3: 0.44}"
11599,323.48,-357.3167554558855,0.12393377528186111,0.19654087965068873,"tensor(9386.8994, grad_fn=<MseLossBackward0>)","{0: 0.07, 1: 0.24, 2: 1.11, 3: 0.06}"
11699,197.12,-357.8957575650604,0.12172272746025051,0.19264872413493384,"tensor(69.9552, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.18, 2: 0.66, 3: 0.1}"
11799,132.45,-421.48229108013584,0.11955112596760334,0.18883364609326836,"tensor(26.8364, grad_fn=<MseLossBackward0>)","{0: 0.02, 1: 0.42, 2: 0.35, 3: 0.03}"
11899,109.57,-603.4534957946876,0.11741826705936315,0.1850941191383249,"tensor(52.9380, grad_fn=<MseLossBackward0>)","{0: 0.28, 1: 0.13, 2: 0.78, 3: 0.07}"
11999,99.61,-657.4955133243957,0.1153234595461695,0.1814286471102235,"tensor(79.6547, grad_fn=<MseLossBackward0>)","{0: 0.07, 1: 0.71, 2: 0.13, 3: 0.04}"
12099,109.51,-967.9654055339987,0.11326602456986674,0.17783576347796826,"tensor(189.6604, grad_fn=<MseLossBackward0>)","{0: 0.03, 1: 0.94, 2: 0.57, 3: 0.03}"
12199,130.91,-1263.7780093637657,0.11124529538350789,0.1743140307526979,"tensor(475.4034, grad_fn=<MseLossBackward0>)","{0: 0.04, 1: 0.99, 2: 0.6, 3: 0.07}"
12299,175.58,-1848.6377620507371,0.10926061713528439,0.17086203991255616,"tensor(351.8911, grad_fn=<MseLossBackward0>)","{0: 0.04, 1: 1.28, 2: 0.73, 3: 0.08}"
12399,178.38,-2025.472187546216,0.10731134665630983,0.16747840983895146,"tensor(112.0096, grad_fn=<MseLossBackward0>)","{0: 0.06, 1: 1.48, 2: 1.05, 3: 0.05}"
12499,173.57,-1901.1031619360479,0.10539685225219031,0.16416178676398063,"tensor(740.8156, grad_fn=<MseLossBackward0>)","{0: 0.01, 1: 0.76, 2: 0.07, 3: 0.02}"
12599,138.68,-1456.0685599221847,0.10351651349831287,0.1609108437287953,"tensor(80848.8828, grad_fn=<MseLossBackward0>)","{0: 0.06, 1: 0.78, 2: 0.14, 3: 0.08}"
12699,128.72,-1174.0146265101657,0.10166972103878655,0.1577242800526942,"tensor(577.8278, grad_fn=<MseLossBackward0>)","{0: 0.05, 1: 0.67, 2: 0.68, 3: 0.04}"
12799,110.59,-767.3131439469787,0.09985587638897009,0.15460082081273047,"tensor(981.1071, grad_fn=<MseLossBackward0>)","{0: 0.01, 1: 0.34, 2: 0.5, 3: 0.05}"
12899,105.81,-649.8320738306287,0.09807439174152253,0.15153921633362183,"tensor(934.6250, grad_fn=<MseLossBackward0>)","{0: 0.03, 1: 0.54, 2: 0.66, 3: 0.01}"
12999,118.43,-668.7751199966324,0.09632468977591471,0.15,"tensor(452.6023, grad_fn=<MseLossBackward0>)","{0: 0.01, 1: 0.41, 2: 0.83, 3: 0.06}"
13099,129.32,-656.8717002847412,0.09460620347133805,0.15,"tensor(669.6890, grad_fn=<MseLossBackward0>)","{0: 0.01, 1: 0.1, 2: 0.65, 3: 0.0}"
13199,139.41,-695.6805113145097,0.09291837592295246,0.15,"tensor(12690.5664, grad_fn=<MseLossBackward0>)","{0: 0.03, 1: 0.35, 2: 0.81, 3: 0.01}"
13299,198.48,-589.1416801416707,0.0912606601614114,0.15,"tensor(2097.1643, grad_fn=<MseLossBackward0>)","{0: 0.06, 1: 0.55, 2: 1.3, 3: 0.22}"
13399,270.01,-740.9491081395915,0.09,0.15,"tensor(319.9324, grad_fn=<MseLossBackward0>)","{0: 0.25, 1: 0.25, 2: 1.81, 3: 0.18}"
13499,335.64,-987.1789122692218,0.09,0.15,"tensor(580.4393, grad_fn=<MseLossBackward0>)","{0: 0.02, 1: 0.21, 2: 0.65, 3: 0.16}"
13599,271.38,-455.71880676539195,0.09,0.15,"tensor(177.1825, grad_fn=<MseLossBackward0>)","{0: 0.61, 1: 0.18, 2: 0.82, 3: 0.13}"
13699,201.87,-303.50533333459373,0.09,0.15,"tensor(1476.4156, grad_fn=<MseLossBackward0>)","{0: 0.18, 1: 0.22, 2: 0.96, 3: 0.31}"
13799,145.88,-305.4335806107814,0.09,0.15,"tensor(291.8684, grad_fn=<MseLossBackward0>)","{0: 0.41, 1: 0.09, 2: 0.78, 3: 0.12}"
13899,155.55,-313.407899811333,0.09,0.15,"tensor(191.5329, grad_fn=<MseLossBackward0>)","{0: 0.57, 1: 0.15, 2: 0.59, 3: 0.2}"
13999,206.03,-350.52191024329323,0.09,0.15,"tensor(262.2307, grad_fn=<MseLossBackward0>)","{0: 0.23, 1: 0.14, 2: 1.25, 3: 0.11}"
14099,418.02,-497.53117378919836,0.09,0.15,"tensor(138.9497, grad_fn=<MseLossBackward0>)","{0: 0.54, 1: 0.82, 2: 1.56, 3: 0.84}"
14199,407.16,-565.2140892469957,0.09,0.15,"tensor(106.9094, grad_fn=<MseLossBackward0>)","{0: 0.18, 1: 0.31, 2: 2.21, 3: 0.34}"
14299,408.25,-837.8374750532042,0.09,0.15,"tensor(1992.1367, grad_fn=<MseLossBackward0>)","{0: 0.1, 1: 0.6, 2: 1.35, 3: 0.6}"
14399,424.74,-418.2507172330752,0.09,0.15,"tensor(139.9872, grad_fn=<MseLossBackward0>)","{0: 0.28, 1: 0.93, 2: 2.86, 3: 0.93}"
14499,445.31,-460.5632673782313,0.09,0.15,"tensor(62.4172, grad_fn=<MseLossBackward0>)","{0: 0.59, 1: 0.59, 2: 3.22, 3: 0.6}"
14599,231.87,-402.9248112083149,0.09,0.15,"tensor(2875.1868, grad_fn=<MseLossBackward0>)","{0: 0.02, 1: 0.43, 2: 0.05, 3: 0.49}"
14699,74.24,-307.7858533648773,0.09,0.15,"tensor(321.9435, grad_fn=<MseLossBackward0>)","{0: 0.1, 1: 0.25, 2: 0.0, 3: 0.3}"
14799,75.71,-267.8310301635693,0.09,0.15,"tensor(628.5121, grad_fn=<MseLossBackward0>)","{0: 0.15, 1: 0.3, 2: 0.03, 3: 0.35}"
14899,75.6,-200.18174403091407,0.09,0.15,"tensor(12216.7451, grad_fn=<MseLossBackward0>)","{0: 0.31, 1: 0.2, 2: 0.04, 3: 0.26}"
14999,81.09,-160.30984087846034,0.09,0.15,"tensor(473.7717, grad_fn=<MseLossBackward0>)","{0: 0.3, 1: 0.22, 2: 0.33, 3: 0.18}"
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
